Date,Series,Open,High,Low,Prev. close,Ltp,Close,Vwap,52w h,52w l,Volume,Value,No of trades
30-Apr-2024,EQ,464.55,477.75,462.15,462.1,471.5,469.2,471.35,515.7,375.7,3477668,1639204993.50,53058
29-Apr-2024,EQ,460.25,464.5,458.15,460.05,462.5,462.1,461.75,515.7,375.7,1107868,511563255.35,28743
26-Apr-2024,EQ,453.05,463.65,453.05,453.05,460.35,460.05,460.05,515.7,375.7,1521118,699795951.60,36135
25-Apr-2024,EQ,453.05,456.0,446.6,453.05,451.9,453.05,451.18,515.7,375.7,2658787,1199587461.10,46354
24-Apr-2024,EQ,452.3,456.75,450.4,448.5,452.0,453.05,454.04,515.7,375.7,2396664,1088190646.70,31262
23-Apr-2024,EQ,441.5,451.25,438.6,437.15,448.0,448.5,447.99,515.7,375.7,3184029,1426427563.00,40520
22-Apr-2024,EQ,441.0,441.6,433.0,436.2,438.25,437.15,436.14,515.7,375.7,2913512,1270710559.80,30911
19-Apr-2024,EQ,437.3,448.6,432.15,437.3,436.2,436.2,440.87,515.7,375.7,5765036,2541657760.70,55015
18-Apr-2024,EQ,467.0,470.35,435.35,462.7,440.9,437.3,446.22,515.7,375.7,5070601,2262599340.50,74250
16-Apr-2024,EQ,470.5,474.2,461.5,470.35,463.5,462.7,465.86,515.7,375.7,2467374,1149456825.45,31992
15-Apr-2024,EQ,455.0,489.0,455.0,463.1,472.0,470.35,476.81,515.7,375.7,10968356,5229819847.90,113217
12-Apr-2024,EQ,476.0,476.0,461.9,477.05,463.9,463.1,466.41,515.7,375.7,2551078,1189838917.75,34613
10-Apr-2024,EQ,475.75,482.7,474.75,475.8,476.0,477.05,479.11,515.7,375.7,3303631,1582810326.90,38587
09-Apr-2024,EQ,476.45,479.0,469.15,475.35,475.95,475.8,475.0,515.7,375.7,1600481,760222911.80,37234
08-Apr-2024,EQ,461.9,482.0,458.1,460.1,475.2,475.35,474.91,515.7,375.7,6406210,3042371048.15,84001
05-Apr-2024,EQ,437.2,469.0,436.05,437.1,461.2,460.1,458.71,515.7,375.7,11729046,5380241147.95,124037
04-Apr-2024,EQ,441.55,445.0,434.5,441.35,437.6,437.1,438.05,515.7,375.7,2340885,1025423976.80,25993
03-Apr-2024,EQ,443.65,447.9,436.35,443.65,440.95,441.35,444.58,515.7,375.7,1629254,724329387.50,23626
02-Apr-2024,EQ,440.35,447.95,440.35,440.35,444.9,443.65,444.27,515.7,375.7,2056604,913683884.70,21545
01-Apr-2024,EQ,430.9,443.35,430.9,430.8,440.0,440.35,439.03,515.7,375.7,2347813,1030762684.55,32166
28-Mar-2024,EQ,429.75,432.95,425.35,425.45,431.0,430.8,430.27,515.7,375.7,2933803,1262332882.35,41235
27-Mar-2024,EQ,422.6,428.35,419.4,418.55,425.25,425.45,424.57,515.7,375.7,2203732,935638593.20,30008
26-Mar-2024,EQ,412.1,420.4,410.0,412.75,418.45,418.55,415.46,515.7,375.7,1309285,543960587.65,18891
22-Mar-2024,EQ,413.0,416.45,407.25,412.75,412.0,412.75,412.34,515.7,375.7,1812773,747487343.70,29274
21-Mar-2024,EQ,405.5,413.75,402.1,403.25,412.85,412.75,407.19,515.7,375.7,2357340,959896370.95,38825
20-Mar-2024,EQ,406.0,406.0,397.15,406.1,402.1,403.25,401.7,515.7,375.7,1432359,575379595.85,38965
19-Mar-2024,EQ,410.0,410.05,400.55,409.95,404.7,406.1,404.74,515.7,375.7,1620850,656028156.85,34375
18-Mar-2024,EQ,411.0,413.8,405.6,412.55,408.5,409.95,409.92,515.7,375.7,1199492,491689784.05,25382
15-Mar-2024,EQ,410.9,414.0,404.0,410.9,410.55,412.55,409.05,515.7,375.7,2072597,847797409.70,38270
14-Mar-2024,EQ,407.5,415.7,401.2,407.55,411.1,410.9,409.93,515.7,375.7,1662621,681558437.45,29497
13-Mar-2024,EQ,427.15,429.0,403.4,426.15,406.25,407.55,414.29,515.7,375.7,2492998,1032813467.40,58146
12-Mar-2024,EQ,427.0,437.95,423.05,423.85,425.0,426.15,428.76,515.7,375.7,3536408,1516282131.35,64091
11-Mar-2024,EQ,431.4,431.4,421.5,430.1,424.0,423.85,424.83,515.7,375.7,1268390,538856150.05,41665
07-Mar-2024,EQ,420.0,432.85,411.2,430.1,429.3,430.1,425.27,515.7,375.7,4024815,1711645160.85,61026
06-Mar-2024,EQ,458.4,458.4,424.3,458.55,430.35,430.1,432.38,515.7,375.7,10074990,4356261835.30,132049
05-Mar-2024,EQ,450.0,460.0,447.25,446.6,458.1,458.55,454.93,515.7,375.7,3644177,1657843161.70,48989
04-Mar-2024,EQ,437.4,455.3,436.2,435.05,446.9,446.6,448.23,515.7,375.7,2564924,1149664273.15,44280
02-Mar-2024,EQ,435.0,437.6,432.05,433.75,435.0,435.05,434.85,515.7,375.7,93603,40702933.65,2594
01-Mar-2024,EQ,427.7,435.0,425.35,426.0,433.0,433.75,430.19,515.7,375.7,1205258,518495697.35,40305
